meta_prompt,obj1,obj2,obj3,style1,style2,style3,synthetic_prompt
"In one sentence, Describe a black and white scene about fork.",fork,,,,,,a black and white photo of a fork resting on a white plate against a dark background evokes a stark yet serene feeling.
"In one sentence, Describe a rainy scene about cat.",cat,,,,,,"a sweet, fluffy cat is curled up in a cozy window seat, watching the raindrops trickle down the glass as thunder rumbles in the distance."
"In one sentence, Describe a rainy scene about baseball bat.",baseball bat,,,,,,"a baseball bat sits alone in a rain-soaked field, its wooden surface glistening in the rain."
"In one sentence, Describe a animation scene about bird.",bird,,,,,,"a brightly-colored bird is soaring through the sky, its wings flapping gracefully as it soars past fluffy white clouds."
"In one sentence, Describe a sketch scene about baseball bat.",baseball bat,,,,,,"two friends are in a batting cage, one holding a baseball bat and the other giving him tips on how to swing it correctly."
"In one sentence, Describe a morning scene about bench.",bench,,,,,,"a peaceful morning scene of a bench in a park, surrounded by trees and a few birds chirping in the background."
"In one sentence, Describe a night scene about parking meter.",parking meter,,,,,,"a night scene of a parking meter illuminated by the street lights, with coins glinting in its slot."
"In one sentence, Describe a morning scene about bus.",bus,,,,,,a bright morning sun shines on a busy street corner where a line of people wait for the bus to arrive.
"In one sentence, Describe a animation scene about car.",car,,,,,,"a car is driving down a winding road, its headlights illuminating the lush, green landscape around it."
"In one sentence, Describe a colored scene about clock.",clock,,,,,,"a vibrant yellow sun is slowly setting behind a large, old clock tower, casting its long shadow across the landscape."
"In one sentence, Describe a night scene about potted plant.",potted plant,,,,,,"a potted plant sits in the corner of the room, its leaves illuminated by the moonlight streaming through the window."
"In one sentence, Describe a animation scene about bowl.",bowl,,,,,,"a bowl is rolling across a kitchen floor, spilling its contents as it goes."
"In one sentence, Describe a morning scene about refrigerator.",refrigerator,,,,,,"a bright morning sun is streaming through the kitchen window, illuminating the refrigerator and its contents."
"In one sentence, Describe a colored scene about zebra.",zebra,,,,,,a vibrant scene of orange and yellow zebra stripes against a deep blue sky.
"In one sentence, Describe a cloudy scene about bowl.",bowl,,,,,,"a cloudy scene of a bowl filled with grey storm clouds hovering above it, creating a gloomy atmosphere."
"In one sentence, Describe a night scene about sports ball.",sports ball,,,,,,the night is filled with the sound of cheering fans as the bright lights of the stadium illuminate the sports ball game.
"In one sentence, Describe a morning scene about cup.",cup,,,,,,"a steaming cup of coffee on a sunny morning, with birds chirping and the smell of fresh baked pastries in the air."
"In one sentence, Describe a cloudy scene about handbag.",handbag,,,,,,"a cloudy sky looms overhead as a woman carries a stylish handbag on her arm, the perfect accessory for a day out."
"In one sentence, Describe a sketch scene about bed.",bed,,,,,,"a couple is in bed, snuggling and laughing, while the sun sets in the background."
"In one sentence, Describe a night scene about boat.",boat,,,,,,"a boat glides across the dark, moonlit lake, its wake rippling in the still night air."
"In one sentence, Describe a black and white scene about pizza.",pizza,,,,,,"a black and white scene of a slice of pizza sitting on a plate, with an array of toppings scattered around it."
"In one sentence, Describe a animation scene about horse.",horse,,,,,,"a galloping horse gallops across a meadow, its mane and tail flowing in the wind."
"In one sentence, Describe a animation scene about oven.",oven,,,,,,a cartoon oven is shown opening up and a freshly-baked cake pops out of it.
"In one sentence, Describe a animation scene about tie.",tie,,,,,,"a tie is animatedly flying around the room, its ends flapping in the air."
"In one sentence, Describe a sunny scene about surfboard.",surfboard,,,,,,"on a bright, sunny day, a surfer is riding a blue surfboard through the crystal-clear waves, enjoying the warm sun on their skin."
"In one sentence, Describe a rainy scene about snowboard.",snowboard,,,,,,"a snowboarder is gliding down a snow-covered mountain in the midst of a heavy rain, enjoying the unique feeling of the cold raindrops mixed with the soft snow."
"In one sentence, Describe a night scene about tie.",tie,,,,,,"the night sky is illuminated by the stars twinkling like tiny, shining pieces of silver thread, creating a beautiful and serene atmosphere."
"In one sentence, Describe a black and white scene about cup.",cup,,,,,,a black and white scene of a cup sitting on a table with a single ray of light illuminating it.
"In one sentence, Describe a night scene about motorcycle.",motorcycle,,,,,,"a night scene of a motorcycle roaring through the streets, with the wind blowing through its rider's hair, and the sound of the engine reverberating off the buildings."
"In one sentence, Describe a colored scene about toaster.",toaster,,,,,,"a bright yellow toaster sits against a backdrop of cheery orange and pink hues, ready to start the day."
"In one sentence, Describe a real scene about banana.",banana,,,,,,"a bunch of ripe yellow bananas sits on a wooden table in the bright sunlight, their sweet smell wafting through the air."
"In one sentence, Describe a colored scene about knife.",knife,,,,,,"a glinting silver knife is contrasted against a vivid backdrop of blue, yellow, and red hues."
"In one sentence, Describe a real scene about truck.",truck,,,,,,"a large truck is driving down a highway, its engine roaring and its headlights illuminating the dark night."
"In one sentence, Describe a sketch scene about backpack.",backpack,,,,,,"a young student is packing their backpack for school, carefully organizing their textbooks, notebooks, and pencils inside."
"In one sentence, Describe a morning scene about skis.",skis,,,,,,a crisp winter morning with the sun glinting off freshly groomed ski slopes and the sound of skiers zooming down the hills.
"In one sentence, Describe a black and white scene about bottle.",bottle,,,,,,"a black and white scene of a solitary glass bottle sitting against a stark, monochromatic background."
"In one sentence, Describe a black and white scene about boat.",boat,,,,,,"a lone boat is silhouetted against a black sky, its white sails billowing in the wind."
"In one sentence, Describe a cloudy scene about sandwich.",sandwich,,,,,,a cloudy day in the park with a picnic blanket spread out and a couple of sandwiches being enjoyed.
"In one sentence, Describe a colored scene about hot dog.",hot dog,,,,,,"a bright yellow hot dog bun with a steaming red hot dog inside, surrounded by a rainbow of condiments."
"In one sentence, Describe a real scene about truck.",truck,,,,,,"a large red truck is driving down a winding mountain road, its engine roaring as it climbs the steep incline."
"In one sentence, Describe a morning scene about stop sign.",stop sign,,,,,,"a bright, sunny morning with a vibrant red stop sign in the middle of the intersection, reminding drivers to pause and take caution."
"In one sentence, Describe a real scene about tv.",tv,,,,,,a family of four is gathered around the living room couch watching their favorite show on the television.
"In one sentence, Describe a night scene about oven.",oven,,,,,,"a warm, orange glow fills the kitchen as the oven hums, creating a cozy atmosphere in the night."
"In one sentence, Describe a sketch scene about bottle.",bottle,,,,,,"a sketch scene about a bottle could involve two people trying to open a bottle of soda, with one of them struggling to open it and the other providing humorous advice."
