original_prompts,edited_prompts_1,edited_prompts_2,edited_prompts_3,d1,d2,d3,min,avg
"a mouse sits in a sunny meadow, happily lounging in a comfy chair while enjoying the warm rays of the sun.",a mouse sitting on a sunny meadow happily lounging in a comfy chair while enjoying the warm rays of the sun,a mouse sitting on a sunny meadow happily lounging in a comfortable chair while enjoying the warm rays of the sun,a mouse sitting on a sunny meadow enjoying the warm sun,18,25,70,7,37.6666666666667
a black and white sketch of a teddy bear riding a train while eating a slice of pizza captures the joy of a peaceful morning.,a black and white sketch of a teddy bear riding a train while eating pizza captures the joy of a peaceful morning,a black and white sketch of a teddy bear riding a train while eating pizza captures the joy of a quiet morning,it captures the joy of a peaceful morning in black and white,24,31,108,7,54.3333333333333
"a truck drives slowly down the wet road, its windshield wipers swishing in time to the hum of a hair drier and the snip of scissors coming from a nearby salon.",a truck slowly drives down the wet road its windshield wipers swishing in time to the hum of a hair dryer and the snip of scissors coming from a nearby salon,a truck slowly drives down the wet road its windshield wipers swishing in time to the hum of a hair dryer and the snip of scissors from a nearby salon,a truck slowly drives down the wet road its windshield wipers sneering in time to the hum of a hair dryer and the snip of scissors from a nearby hair salon,25,32,41,7,32.6666666666667
a black and white morning scene of a ripe banana being spooned from its peel onto a plate.,a black and white morning scene of a ripe banana being spooned from its peel on a plate,there was a black and white morning scene of the ripe banana being spooned onto a plate,a black and white morning scene of a ripe banana being spooned onto a plate from its peel,15,27,34,7,25.3333333333333
"a bright yellow bus and a gleaming orange motorcycle are parked in the sun-drenched street, creating a vibrant, cheerful scene.",a bright yellow bus and an orange motorcycle are parked in the sun-drenched street creating a vibrant cheerful scene,bright yellow buses and bright orange motorcycles are parked in the sun-drenched street creating a vibrant cheerful scene ,bright yellow buses and bright orange motorcycles are parked in the sun-drenched street creating a bright and happy scene,21,28,42,7,30.3333333333333
"a black cat sits atop a wooden dining table in a moonlit night, illuminated by the twinkling stars in the sky.",a black cat sits on a wooden dining table in a moonlit night illuminated by the twinkling stars in the sky,a black cat sits on a wooden table in a moonlit night illuminated by the twinkling stars in the sky,on a moonlit night lit by the twinkling stars in the sky a black cat sat on a wooden table,16,23,89,7,42.6666666666667
"the cloudy night sky is illuminated by the pale moonlight, casting a soft glow on the toothbrush, umbrella, and baseball glove lying on the ground.",the cloudy night sky is illuminated by pale moonlight casting a soft glow on the toothbrush umbrella and baseball glove lying on the ground,the night sky is illuminated by pale moonlight casting a soft glow on the toothbrush umbrella and baseball glove lying on the ground,the sky is cloudy and the moonlight casts a soft glow on the toothbrush umbrella and the baseball glove lying on the ground,17,24,48,7,29.6666666666667
"on a cloudy night, a hot dog, an airplane and a fork can be seen silhouetted against the sky.",on a cloudy night a hot dog an airplane and a fork can be seen silhouetted against the skies,on a cloudy night a hot dog an airplane and a fork are silhouetted against the sky,an airplane and a fork are seen silhouetted against the sky on a cloudy night,15,22,62,7,33.0
"on a bright, sunny morning, a surfer and snowboarder enjoy the waves and slopes, respectively, with their colorful surfboard and snowboard in tow.",on a bright sunny morning a surfer and snowboarder enjoy the waves and slopes respectively with their colorful surfboard and snowboard,an early morning surfer and snowboarder enjoy the waves and slopes respectively with their colorful surfboard and snowboard in tow,at dawn a surfer and a snowboarder enjoy the waves and slopes respectively with their colorful surfboard and snowboard,20,27,43,7,30.0
"a truck, frisbee and airplane are silhouetted against a dreary, grey sky, with raindrops glistening on the wet pavement below.",a truck frisbee and an airplane are silhouetted against a grey sky with raindrops glistening on the wet pavement below,in a dark grey sky a truck frisbee and an airplane are silhouetted against the wet pavement below,in a dark grey sky a truck frisbee and an airplane are silhouetted on the wet pavement below raindrops glisten,23,65,72,7,53.3333333333333
"a black and white cat is sitting in a sunbeam, lazily grooming itself.",a black and white cat is sitting in a sunbeam lazily grooming himself,a black and white cat sits in a sunbeam lazily grooming himself,it's a black and white cat in a sunbeam,15,22,45,7,27.3333333333333
"a person stands alone in a remote, cloudy landscape, surrounded by a peaceful yet mysterious atmosphere.",someone stands alone in a remote cloudy landscape surrounded by peaceful yet mysterious atmosphere,someone stands alone in a distant cloudy landscape surrounded by peaceful yet mysterious atmosphere,someone stands alone in a distant cloudy landscape surrounded by a quiet but mysterious environment,20,27,44,7,30.3333333333333
"the sun is just beginning to rise, illuminating a peaceful field of grazing sheep.",the sun is just beginning to rise illuminating a peaceful field of sheep,the sun is just beginning to rise illuminating a peaceful pasture of sheep,the sun is rising illuminating a peaceful pasture of sheep,21,28,46,7,31.6666666666667
