meta_prompt,n1,obj1,obj2,chatgpt_out,synthetic_prompt
"one sentence of 3 words about toothbrush, the 3 words should be between double quotes.",3,,,"""clean teeth daily.""","a sign written on it ""clean teeth daily."""
"one sentence of 1 words about baseball glove, the 1 words should be between double quotes.",1,,,"""gripping!""","a sign written on it ""gripping!"""
"one sentence of 3 words about boat, the 3 words should be between double quotes.",3,,,"""sailing is fun!""","a sign written on it ""sailing is fun!"""
"one sentence of 1 words about dog, the 1 words should be between double quotes.",1,,,"""woof!""","a sign written on it ""woof!"""
"one sentence of 3 words about car, the 3 words should be between double quotes.",3,,,"""fast and furious""","a sign written on it ""fast and furious"""
"one sentence of 2 words about horse, the 2 words should be between double quotes.",2,,,"""noble steed""","a sign written on it ""noble steed"""
"one sentence of 3 words about zebra, the 3 words should be between double quotes.",3,,,"""striped black white.""","a sign written on it ""striped black white."""
"one sentence of 1 words about kite, the 1 words should be between double quotes.",1,,,"""fly!""","a sign written on it ""fly!"""
"one sentence of 1 words about banana, the 1 words should be between double quotes.",1,,,"""banana!""","a sign written on it ""banana!"""
"one sentence of 2 words about bottle, the 2 words should be between double quotes.",2,,,"""empty bottle""","a sign written on it ""empty bottle"""
"one sentence of 3 words about umbrella, the 3 words should be between double quotes.",3,,,"""umbrella, stay dry!""","a sign written on it ""umbrella, stay dry!"""
"one sentence of 2 words about bicycle, the 2 words should be between double quotes.",2,,,"""cycling fun!""","a sign written on it ""cycling fun!"""
"one sentence of 3 words about kite, the 3 words should be between double quotes.",3,,,"""fly a kite!""","a sign written on it ""fly a kite!"""
"one sentence of 2 words about microwave, the 2 words should be between double quotes.",2,,,"""fast cooking""","a sign written on it ""fast cooking"""
"one sentence of 2 words about kite, the 2 words should be between double quotes.",2,,,"""flying fun.""","a sign written on it ""flying fun."""
"one sentence of 3 words about train, the 3 words should be between double quotes.",3,,,"""choo choo train!""","a sign written on it ""choo choo train!"""
"one sentence of 3 words about fire hydrant, the 3 words should be between double quotes.",3,,,"""red fire hydrant""","a sign written on it ""red fire hydrant"""
"one sentence of 1 words about couch, the 1 words should be between double quotes.",1,,,"""comfortable!""","a sign written on it ""comfortable!"""
"one sentence of 2 words about car, the 2 words should be between double quotes.",2,,,"""fast driving""","a sign written on it ""fast driving"""
"one sentence of 3 words about chair, the 3 words should be between double quotes.",3,,,"""sitting on chair""","a sign written on it ""sitting on chair"""
"one sentence of 2 words about hair drier, the 2 words should be between double quotes.",2,,,"""hot air""","a sign written on it ""hot air"""
"one sentence of 1 words about bear, the 1 words should be between double quotes.",1,,,"""furry!""","a sign written on it ""furry!"""
"one sentence of 1 words about giraffe, the 1 words should be between double quotes.",1,,,"""giraffes!""","a sign written on it ""giraffes!"""
"one sentence of 3 words about elephant, the 3 words should be between double quotes.",3,,,"""elephants are majestic.""","a sign written on it ""elephants are majestic."""
"one sentence of 3 words about zebra, the 3 words should be between double quotes.",3,,,"""striped black-white.""","a sign written on it ""striped black-white."""
"one sentence of 1 words about sports ball, the 1 words should be between double quotes.",1,,,"""ball!""","a sign written on it ""ball!"""
"one sentence of 1 words about sink, the 1 words should be between double quotes.",1,,,"""drain!""","a sign written on it ""drain!"""
"one sentence of 2 words about mouse, the 2 words should be between double quotes.",2,,,"""computer mouse""","a sign written on it ""computer mouse"""
"one sentence of 1 words about tv, the 1 words should be between double quotes.",1,,,"""television is mesmerizing.""","a sign written on it ""television is mesmerizing."""
"one sentence of 2 words about surfboard, the 2 words should be between double quotes.",2,,,"""surf's up!""","a sign written on it ""surf's up!"""
"one sentence of 2 words about cup, the 2 words should be between double quotes.",2,,,"""cup full""","a sign written on it ""cup full"""
"one sentence of 1 words about bus, the 1 words should be between double quotes.",1,,,"""busy!""","a sign written on it ""busy!"""
"one sentence of 2 words about elephant, the 2 words should be between double quotes.",2,,,"""gentle giant""","a sign written on it ""gentle giant"""
"one sentence of 1 words about parking meter, the 1 words should be between double quotes.",1,,,"""expired!""","a sign written on it ""expired!"""
"one sentence of 2 words about person, the 2 words should be between double quotes.",2,,,"""loyal friend.""","a sign written on it ""loyal friend."""
"one sentence of 3 words about donut, the 3 words should be between double quotes.",3,,,"""delicious fried dough.""","a sign written on it ""delicious fried dough."""
"one sentence of 2 words about fire hydrant, the 2 words should be between double quotes.",2,,,"""fire hydrant""","a sign written on it ""fire hydrant"""
"one sentence of 2 words about bench, the 2 words should be between double quotes.",2,,,"""sitting bench""","a sign written on it ""sitting bench"""
"one sentence of 1 words about horse, the 1 words should be between double quotes.",1,,,"""gallop!""","a sign written on it ""gallop!"""
"one sentence of 1 words about dog, the 1 words should be between double quotes.",1,,,"""woof!""","a sign written on it ""woof!"""
"one sentence of 2 words about oven, the 2 words should be between double quotes.",2,,,"""heat source""","a sign written on it ""heat source"""
"one sentence of 1 words about boat, the 1 words should be between double quotes.",1,,,"""sail!""","a sign written on it ""sail!"""
"one sentence of 1 words about tie, the 1 words should be between double quotes.",1,,,"""tie's knot sophistication.""","a sign written on it ""tie's knot sophistication."""
"one sentence of 2 words about baseball glove, the 2 words should be between double quotes.",2,,,"""catching glove.""","a sign written on it ""catching glove."""
"one sentence of 2 words about backpack, the 2 words should be between double quotes.",2,,,"""carry on""","a sign written on it ""carry on"""
"one sentence of 2 words about scissors, the 2 words should be between double quotes.",2,,,"""sharp edges.""","a sign written on it ""sharp edges."""
"one sentence of 3 words about tennis racket, the 3 words should be between double quotes.",3,,,"""smash with power!""","a sign written on it ""smash with power!"""
"one sentence of 1 words about person, the 1 words should be between double quotes.",1,,,"""resilient.""","a sign written on it ""resilient."""
"one sentence of 3 words about refrigerator, the 3 words should be between double quotes.",3,,,"""cooling food storage.""","a sign written on it ""cooling food storage."""
"one sentence of 2 words about traffic light, the 2 words should be between double quotes.",2,,,"""traffic light""","a sign written on it ""traffic light"""
"one sentence of 1 words about stop sign, the 1 words should be between double quotes.",1,,,"""stop!""","a sign written on it ""stop!"""
"one sentence of 3 words about baseball bat, the 3 words should be between double quotes.",3,,,"""hit it hard!""","a sign written on it ""hit it hard!"""
"one sentence of 2 words about toothbrush, the 2 words should be between double quotes.",2,,,"""oral hygiene""","a sign written on it ""oral hygiene"""
"one sentence of 2 words about hair drier, the 2 words should be between double quotes.",2,,,"""hot air"".","a sign written on it ""hot air""."
"one sentence of 3 words about microwave, the 3 words should be between double quotes.",3,,,"""heat up quickly.""","a sign written on it ""heat up quickly."""
"one sentence of 3 words about handbag, the 3 words should be between double quotes.",3,,,"""stylishly functional bag""","a sign written on it ""stylishly functional bag"""
"one sentence of 2 words about car, the 2 words should be between double quotes.",2,,,"""fast driving""","a sign written on it ""fast driving"""
"one sentence of 2 words about parking meter, the 2 words should be between double quotes.",2,,,"""pay up!""","a sign written on it ""pay up!"""
"one sentence of 2 words about teddy bear, the 2 words should be between double quotes.",2,,,"""cuddly toy.""","a sign written on it ""cuddly toy."""
"one sentence of 1 words about teddy bear, the 1 words should be between double quotes.",1,,,"""cuddly!""","a sign written on it ""cuddly!"""
"one sentence of 2 words about broccoli, the 2 words should be between double quotes.",2,,,"""healthy vegetable""","a sign written on it ""healthy vegetable"""
