,original_prompt,e1,e2,e3
1045,"concept art of translucent glowing fairies, lovecraftian, renaissance, melting, round moon, rich clouds, fighting the horrors of the unknown, very detailed, volumetric light, mist, fine art, decaying, textured oil over canvas, epic fantasy art, very colorful, ornate scales ","concept art of translucent glowing fairies, lovecraftian, renaissance, melting, round moon, rich clouds, fighting the horrors of the unInown, very dRtailed, volumetric light, mist, fine art, decaying, textured oil over canvas, epic fantasy art, very colorful, ornate scales","concept art of translucent glowing fXiries, lovecraftian, renaissance, melting, round moon, rich clouds, fighting the horrors of the unknown, very detailed, volumetric light, mist, Dine art, decayiMg, textured oil over canvas, epic fantasy art, very colorful, ornate scales","concept art of trxnslucent glowing fairies, lovecrwftian, renaissance, melting, round moon, rich clouds, fighting the horrors of the unknown, very detailed, volumetric light, mist, fine art, decwying, textured oil ovDr canvas, epix fantasy art, very colorful, ornate scales"
1046,"portrait stylized rendered illustration of gen z models wearing fashion outfits with clean t shirts for mockups, ultra fashion full body model poses, modern fashion portraits illustration. rembrandt hipster color moody cinematic. depth of field. by vogue, by alphonse mucha ","portrait stulized rendered illustration of gen z models wearing fashion outfits with clean t shirts for mockups, ultra fashion full body model poses, moderM fashion portraits illustration. rembrandt hipster color moody cinematic. depth of field. by vogue, by alphonse mucha","portrait stylized rendered illuxtratioG of gen z models wearing fashion outfits 3i%h clean t shirts for mockups, ultra fashion full body model poses, modern fashion portraits illustration. rembrandt hipster color moody cinematic. depth of field. by vogue, by alphonse mucha","portrait stykized rendered illustration of gen z models wearing fashion outfits witB clean t shirts for mockups, ultra fashion full body model poses, modern fashion portraitx illustration. rembrandt hipster coloD moody cinematic. depth of fieKd. by vogue, by alphonse mucha"
1047,"killua zoldyck behind thunderstorm by aykut aydogdu, leslie zhang, drawn by takato yamamoto beautiful lighting, bright colors, rossdraws 8 k, cgsociety, hd, high detail, sharp high dertail, artstation, manga and anime, detailed face, unreal engine, intricate environment, - ","killua zoldyck behind thunderstorm by aykut aydogdu, leslie zhang, drawn by takato yamamoto beautiful lighting, bright colors, rossdraws 8 k, cgsociety, hd, high detail, sharp high dertail, artstSti(n, manga and anime, detailed face, unreal engine, intricate environment, -","killua zoldyck behind thunderstorm by aykut zydogvu, leslie zhang, drawn by takato yamamoto beautiful lighting, bright colors, rossdraws 8 k, cgsociety, hd, high detail, sharp high dertail, artstation, msngw and anime, detailed face, unreal engine, intricate environment, -","killua zoldyck behind thunderstorm by aykut aydogdu, leskie ahang, drawn by takqto yamamoto beautiful lightinb, bright colors, rossdraws 8 k, cgsociety, hd, high detsil, sharp high dertail, artstation, manga and anime, detailed face, unreal engine, intricate environment, -"
1048,"scene from the voice of america, on stage are 4 golden and blue metal humanoid steampunk robots dancing wild, robots are wearing golden gears and tubes, eyes are glowing red lightbulbs, shiny crisp finish, 3 d render, 8 k, insaneley detailed, fluorescent colors, nightlight ","scene from the voice of america, on stage are 4 golden and blue metal humanoid steampunk robots dancing wild, robots are wearing golden geWrz and tubes, eyes are glowing red lightbulbs, shiny crisp finish, 3 d render, 8 k, insaneley detailed, fluorescent colors, nightlight","scene from the voice of america, on stagw are 4 golden and blue metal humanoid steampunk robots dancing wild, robots are weariMg golden gears and tubes, eyes are glowing red lightbulbs, shiny crisp finish, 3 d render, 8 k, insaneley detailed, fluo%escent colors, nightlight","scene from the voice of america, on stage are 4 golden and blue metal humanoid steampunk robots dancing 28ld, gobo4s are wearing golden gears and tubes, eyes are glowing red lightbulbs, shiny crisp finish, 3 d render, 8 k, 7nsaGeley detailed, fluorescent colors, nightlight"
1049,"a beautiful portrait of the queen of dragonflys, by sachin teng and pascal blanche and alphonse mucha and nekro and josan gonzalez and guweiz, digital art. colorful comic, film noir, akira, brush stroke, vibrant colors, hyper detailed, octane render, trending on artstation ","a beautiful portrait of the queen of dragonflys, by sachin teng and psscal blanche and alphonse mucha and nekro and josan gonzalez and guweiz, digital art. colorful comic, film noir, akira, brush stroke, vibrant colors, hyper detaLled, octane render, trending on artstation","a beautiful portrait of the queen of dragonflys, by sachin teng and pascal blanche and alphonse mucha and nekro and josan gonzalez and guweiz, digital art. colorful comic, film noir, akira, brush stroke, vibrant colors, hyper Feta&led, odtan$ render, trending on artstation","a beautiful portrait of the queen of dragonflys, by sachin teng and pascal blanche and alphonse mucha and nekro and josan gonzalez and guweiz, diYital art. colorful comic, fOlm noir, akirs, brush strpke, vibrant colors, hyper xetailed, octane render, trending on artstation"
1050,"dinner with mila kunis laughing sitting across the camera wearing a black choker staring into the camera in an expensive restaurant, point of view, intricate, elegant, tasteful, highly detailed, shallow depth of field, artgerm, donato giancola, joseph christian leyendecker ","dinner with milS kunis laughing sitting across the camera wearing a black choker staring into the camera in an expensive restaurant, point of view, intricate, elegant, tasteful, highly detailed, shallow depth of field, artRerm, donato giancola, joseph christian leyendecker","dinner with mila kunis laughing sitting across the camera wearing a black choker staring into the camers in an expensive restaurant, point of view, intricate, elegant, tasteful, hiyhly detailed, shallow depth of field, a$tgerm, donato giancola, joseph christian leyendecker","dinner with mila UuniA laughing sitting acrIXs the camera wearing a black choker staring Jjto the camera in an expensive restaurant, point of view, intricate, elegant, tasteful, highly detailed, shallow depth of field, artgerm, donato giancola, joseph christian leyendecker"
1051,"full figure young girl, luminous scene, by greg rutkowski and alphonse mucha, d & d character, gradient white to gold, in front of a dune desert background, highly detailed portrait, digital painting, artstation, concept art, smooth, sharp focus illustration, artstation hq ","full figure young girl, luminous scene, by greg rutkowski and alphonse mucha, d & d character, gradient white to gold, in front of a dube desert background, highly detxiled portrait, digital painting, artstation, concept art, smooth, sharp focus illustration, artstation hq","full figure young girl, luminous scene, by greg r Ttkowski and alphonse mucha, d & d character, gradient whit@ to gold, in rront of a dune desert background, highly detailed portrait, digital painting, artstation, concept art, smooth, sharp focus illustration, artstation hq","full fiBure young girl, luminous scene, by greg rutkowski and alphonse mucha, d & d character, gradient whute to gold, in front of a dune desert background, highly detailed porfrait, digital painting, artstation, cobcept art, smooth, sharp focus illustration, aEtstation hq"
1052,"circular border with curly symmetrical designs colorful 3 d sphere, psychedelic, concept art, nature, fractals, depth of field, roots, fluid simulation in houdini, subsurface scattering, volumetric, natural muted tones, trending on artstation, rendered in octane, cgsociety ","circulQr bprder with curly symmetrical designs colorful 3 d sphere, psychedelic, concept art, nature, fractals, depth of field, roots, fluid simulation in houdini, subsurface scattering, volumetric, natural muted tones, trending on artstation, rendered in octane, cgsociety","circular border with curly symmetrical designs colorful 3 d spmere, psychedelic, concept art, nature, fractals, depth of field, roots, fluid simulation in houdini, subsurface scattering, volumetric, natural muted tones, trending on artstaHion, rendered in octane, cNsociety","circular border with curly eymmetrical designs colPrful 3 d sphere, psychedelic, cohcept art, naYure, fractals, depth of field, roots, gluid simulation in houdini, subsurface scattering, volumetric, natural muted tones, trending on artstation, rendered in octane, cgsociety"
1053,"a single astronaut eva suit made of diamond 3d fractal lace iridescent bubble 3d skin and covered with insectoid compound eye camera lenses floats through the living room, film still from the movie directed by Denis Villeneuve with art direction by Salvador Dalí, wide lens,","a single astronaut eva suit made of diamond 3d fractal lace iridescent bubble 3d skin and covered with insDctoJd compound eye camera lenses floats through the living room, film still from the movie directed by Denis Villeneuve with art direction by Salvador Dalí, wide lens,","a single astronaut eva suit made of diamond 3d fractal lace iridescent bubble 3d skin and covered with insectoid c0mpound eye camera lenses floats through the living rooh, film still from the m0vie directed by Denis Villeneuve with art direction by Salvador Dalí, wide lens,","a single astronaut eva suit made of diamond 3d fractal laXe iridescent bubble 3d sk8n and cobered with insectoid compound eye camera lenses fpoats through the living room, film still from the movie directed by Denis Villeneuve with art directioJ by Salvador Dalí, wide lens,"
1054,"monster art by basil gogos : : a hybrid wolf - woman, inside her small cluttered living - room in japan. she is wearing a dark - blue short - sleeved shirt and pastel striped sweatpants. she is age 4 0 and has long brown hair. hyper - realistic artwork. her name is chieko. ","monster art by basil gogos: : a hybrid wolf - woman, inside her small cluttered living - room in japan. she is wearing a dark - blue short - sleeved shirt and pastel striped sweatpaGts. she is age 4 0 and has long brown hair. hTper - realistic artwork. her name is chieko.","monster art by basil gogos: : a hybrux wolf - woman, inside her small cluttered living - room in japan. she is wearing a dark - blue short - sleeved shirt and pastel striped sweatpants. she is age 4 0 and has long brown hair. hH0er - realistic artwork. her name is chieko.","monster art by basil gogos: : a hybrid wolf - woman, inside her small cluttered living - room in japan. she is wearing a dark - blue short - sleeved shirt and pastel striped sweatpants. she is age 4 0 and has long brown Jaig. JypeG - realkstiF artwork. her name is chieko."
