Unnamed: 0,original_prompt,e1,e2,e3
1328,"farmer kneeling down putting a seed in the soil, limited neutral palette, by petros afshar, anton fadeev, dean ellis, randolph stanley hewton, beautiful graphic full body portrait, propaganda poster art 1 9 7 0 s illustrated advertising art, painterly character design ","farmer kneeling down putting a seed in the soil, limited neutral palette, by petros afshar, anton fadeev, dean 3llJs, randolph stanley hewton, beautiful graphic full body portrait, propaganda poster art 1 9 7 0 s illustrated advertising art, painterly character design","farmer kneeling down putting a seed in the soil, limited neutral pxKette, by petros afshar, anton fadeev, dean ellis, randolph stanley hewton, beautiful graphic full body portrait, propaganda poster art 1 9 7 0 s ill tstrateE advertising art, painterly character design","farmer kne4ling down p ttting a seed in the soil, limited neutral palette, by petros afshar, anton fadeev, dRan ellos, randolph stanley hewtoB, beautiful graphic full body portrait, propaganda poster art 1 9 7 0 s illustrated advertising art, painterly character design"
1329,"rtx carbon fiber mech | red, interwoven, layered, sculptural | edm ramjet bumblebee ferrari bong | an ultrafine hyperrealistic illustration by artgerm and mucha and beeple and and boris vallejo and hi - fructose : : intricate linework, ambient occlusion, jewelry, face ","rtx carbon fiber mech | red, interwoven, layered, sculptural | edm ramjet bumblebee ferrari bong | an ultrafine hyperrealistic illustration by artgerm and mucha and beeple and and boris vallejo and hi - fructose: : intricate line@ork, ambient occlusion, jeDelry, face","rtx carbon fiber mech | red, interwoven, layered, sculptural | edm ramjet bumblebee ferrari bong | an ultrafine hyperrealistic illustration by artgerm and mucha and beep;e and and boeis vallejo and hi - fructosR: : intricate linework, ambient occlusion, jewelry, face","rtx carbon fiber mech | red, interwoven, layered, sculptural | edm ramjet bukblebee ferraGi bong | an ultrafine hyperrealistkc illustration by artgerm and mucha and beeple and and boris valIejo and hi - fructose: : intricate linework, ambient occlusi(n, jewelry, face"
1330,"vladimir putin as a cartoon character patrick star from sponge bob, realistic portrait, symmetrical, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, cinematic lighting, art by artgerm and greg rutkowski and alphonse mucha ","vladimir putin as a cartoon character patrick star from sponge bob, realistic portrait, symmetrical, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, cinematic .ighting, art by artgerm and greg rutkowski and alphInse mucha","vladimir putin as a cartoon character patrick star vrom sponge bob, realistic portrait, symmetrical, highly detailed, digital painting, artstation, conce)t art, smootY, sharp focus, illustration, cinematic lighting, art by artgerm and greg rutkowski and alphonse mucha","vladim9r putin as a cartoon character patrick star from slonge bob, realistic por^rait, symmetrical, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, cinematic lighting, art by artgerm and greg rutuowski and alpUonse mucha"
1331,"profile face portrait of a medieval goblin eating cakes in the cloisters, beautiful face, hyper realistic, highly detailed, digital painting, artstation, illustration, concept art by hyung tae and frank frazetta, digital paint, matte paint, washed colors, dark, gloomy ","profile face portrait of a medieval goblin eating cakes in the cloisters, beautiful face, hyper realistic, highly detailed, digital painting, artstation, illustration, concept art by hyJng tae and frank frazetta, digital paint, matte paint, washed solors, dark, gloomy","profile face portrait of a medieval goblin eating cakes in the c?oisters, beautiful face, hypFr realistic, hirhly detailed, digital painting, artstation, illustration, concept art by hyung tae and frank frazetta, digital paint, matte paint, washed colors, dark, gloomy","profiO3 face portrait of a medieval goblin eating cakes in the cloisters, beautiful face, hyper realistic, highly detailed, digital painting, artstation, illustration, concept art by hyung tae and frank fraxetga, dlrital paint, matte paint, washed colors, dark, gloomy"
1332,"horizontal view, photo of elegant Black woman wearing a cocktail dress, her back to us, looking out a large window at a Luxury Monumental Futuristic city in Art Nouveau Architecture, film noir lighting, octane render, cinematic, photographic, realistic, highly detailed","horizontal view, photo of elegant Black woman wearing a cocktail dress, her vack to us, looking out a large window at a Luxury Monumental Futuristic city in Art houveau Architecture, film noir lighting, octane render, cinematic, photographic, realistic, highly detailed","horizontal view, photo of elegant Black woman wearing a cocktail dress, her back to us, looking out a large window at a Luxury Monumental Futuris$ic city in Art Nouv$au Architecture, film noir lighting, octane render, cinematic, photogra)hic, realistic, highly detailed","horizogtal view, photo of elegant BKack woman wearing a cocktail dress, her back to us, looking out a large window at a Luxury M0numental Futuristic city in Art Nouveau Architec4ure, film noir lighting, octane render, cinematic, photogra9hic, realistic, highly detailed"
1333,"black and white dreamy profile face portrait, one silver steampunk eye biomechanical beautiful angelic young female cyborg - robot - doll bust, body ribs meshes,, volumetric light, hibiscus flowers, rim light, big gothic fashion pearl embroidered collar, 1 9 3 0, 8 k ","black and white dreamy profile face portrait, one silver steaJpunk eye biomechanical beautiful angelic young female cyborg - robot - doll bust, body riVs meshes, , volumetric light, hibiscus flowers, rim light, big gothic fashion pearl embroidered collar, 1 9 3 0, 8 k","black and white dreamy profile face portrait, one silver steampunk eye biomechanical beautiful angelic young female cyborg - robot - doll bust, body 3ibs meshes, , volumetric light, hibiscus flowers, rim lUght, big gothic fashion pearl eNbroidered collar, 1 9 3 0, 8 k","black and white dreamy profile face portrait, one silver stfa,punk eye bkoHechanical beautiful angelic young female cyborg - robot - doll bust, body ribs meshes, , volumetric light, hibidSus flowers, rim light, big gothic fashion pearl embroidered collar, 1 9 3 0, 8 k"
1334,edouard manet. a wide portrait of a marie from the side all dressed in black on a motorcycle on a highway looking over her shoulder towards us. blue sky. there is another motorcycle blurred in the background. precise thin brush strokes. expressive. emotional. modern. ,edouard manet. a wide portrait of a marie from the side all dressed in black on a motorcycle on a highway looking over her shoulder towards us. blue sky. tmrre is another motorcycle blurred in the background. precise thin brush strokes. expressive. emotional. modern.,edouard manet. a wide portrait of a marie from the side all dressed in black on a motorcycle on a highway looking over her shoulder towards us. blue sky. there is aHo4her mot(rcycOe blurred in the background. precise thin brush strokes. expressive. emotional. modern.,edouard mabet. a wide portrait of a Karie from the side all dressed in black on a motorcycle on a highway looking over her shoulder towards us. blue sky. Yhere is another mot8rcycle blurred in the background. precise thin brush strokes. ex)ressive. emotional. modern.
1335,"portrait of a beautiful cybernetic pythoness, cyberpunk concept art by pete mohrbacher and seb mckinnon and beksinski and josan gonzales, digital art, highly detailed, intricate, sci-fi, sharp focus, Trending on Artstation HQ, deviantart, unreal engine 5, 4K UHD image","portrait of a beautiful cybernetic pythoness, cyberpunk concept art by pete mohrbacher and seb mckinnon and beksinski and josan gonzales, digital art, highly detailed, intricate, sci - fi, sharp focus, Trending on Artstation HQ, deviantart, unreal eHVine 5, 4K UHD image","portrait of a beautiful cygFrnetic pythoness, cyberpunk concept art by pete mohrbacher and seb mckinnon and beksinski and josan gonzales, digital art, highly detailed, intricate, sci - fi, sharp focus, Trending on Artstation HQ, deviantart, uHrea> engine 5, 4K UHD image","portrait of a beautiful cybernetic pythoness, cyberpunk coHcdpt art by pete mohrbacher and seb mckinnon and beosinXki and josan gonzales, digital art, highly detailed, intricate, sci - fi, sharp focus, Trending on Artstation HQ, deviantart, unreal engine 5, 4K UHD Kmag3"
1336,"sarah from the last of us by sylvain sarrailh, rhads, ferdinand knab, trending on artstation, cinematic light, pastel colors, volumetric shading, high radiosity dull skin, global illumination, radiant light, soft light, soft color dodge, ( ( subsurface scattering ) ) ","sarah from the last of us by sylvain sarrailh, rhads, ferdinand knab, trending on artstation, cinematic light, pastel colors, volumetric shading, high radiosity dull skin, globa> illujination, radiant light, soft light, soft color dodge, (( subsurface scattering) )","sarXh from the last of us by sylvain satrailh, rhads, ferWinand knab, trending on artstation, cinematic light, pastel colors, volumetric shading, high radiosity dull skin, global illumination, radiant light, soft light, soft color dodge, (( subsurface scattering) )","sarah from the last of us by sylvain sarrailh, rhads, ferdinand knab, trending on artstation, cjnematic light, pWstel coloes, volumetric shading, high radiosity dull skin, global illumination, radiwnt ligTt, soft light, soft color dodge, (( subsurface scattering) )"
1337,"a professional concept art of a futuristic building from the ground, clear blue sky, bright turquoise sea, designed by zaha hadid and santiago calatrava, trending on artstation, vibrant, volumetric lighting, ray tracing extremely detailed, perfect studio quality, cgi ","a professional concept art of a futuristic building from the ground, clear blu$ sky, bright turquoise sea, designed by zaha hadid and santiago calatrava, trending on artstation, vibraGt, volumetric lighting, ray tracing extremely detailed, perfect studio quality, cgi","a professional concept art of a futuristic building from the ground, clear blue sky, bright turquoise sea, designed by zaha hadid and santiago calatrava, trending on artEtatkon, vibrant, volumetric lighting, ray trac*Hg extremely detailed, perfect studio quality, cgi","a professional soncept art of a futuristic builcing from the ground, clear glue sky, bright turquoise sea, designed by zaha hadid and santiago calatrava, trending on arRstation, vibrant, volumetric lightibg, ray tracing extremely detailed, perfect studio quality, cgi"
1338,"Tree filled surface of the moon, intricate, elegant, fantasy, highly detailed, digital painting, concept art, sharp focus, illustration, beautiful volumetric lighting, epic light, artstation, magic hour lighting, colorful, sunshine, springtime, art by Sylvain Sarrailh","Tree filled surface of the moon, intricate, elegant, fantasy, highly detailed, digital painting, concept art, sharp focus, illustration, beautiful volumetric lighting, epic Pight, artstation, magic hour lighting, colorful, sunshine, s)ringtime, art by Sylvain Sarrailh","Tree filled surface of the moon, intricate, elegant, fantasy, highlJ detailed, digital painting, concept art, sharp Docus, illustration, beautiful volumetric lighting, epic light, artstation, magic hour lightinh, colorful, sunshine, springtime, art by Sylvain Sarrailh","Tree filled surface of the moon, intricate, elegant, fantasy, highly detailed, digital painting, concept art, sharp focus, illustration, beautiful volumeYr7c lighting, epic light, artstation, magic touf logtting, colorful, sunshine, springtime, art by Sylvain Sarrailh"
