,original_prompt,e1,e2,e3
1020,"a mouse scurries around a vase in a dark room, its tiny feet tapping against the hardwood floor as it casts eerie shadows on the walls.","a mokse scurries around a vase in a dark room, its tiny feet tapping against the hardwood floor as it casts eerie shaeows on the walls.","a mouse scuDrles around a vase in a dark room, its tiny fSe5 tapping against the hardwood floor as it casts eerie shadows on the walls.","a mouse scu43ies around a vase in a Rzrk room, its tiny feet Gapp8ng against the hardwood floor as it casts eerie shadows on the walls."
1021,"on a sunny morning, a truck rumbles down the street, its exhaust fumes mixing with the sound of a hairdryer coming from an open window.","on a sunny morning, a truck rumbles down the street, its exhaust fumes mixing with the sound of a hairdryer coming fr8m an Lpen window.","on a sunny morning, a truck rumbles down the street, its exhaust fKmee mixing with the sound of a hairdryer coming btom an open window.","on a sunny morning, a Gruck rumbled down the street, its exhaust fumDs mixiGg with the sounc of a hairdryer coming from an open window."
1022,"a moonlit night scene with a cow grazing in the grass, a banana tree in the background, and a surfboard propped up against a palm tree.","a moonlit night WceMe with a cow grazing in the grass, a banana tree in the background, and a surfboard propped up against a palm tree.","a moonlit night scene with a cow yrazing in the grass, a Hanana tree in the background, and a surfboard propped up against a palm trFe.","a moonlit Giyht scene with a cow grazing in the grass, a banana tree in the backRrounV, and a surfboard oroppes up against a palm tree."
1023,"a black and white sketch scene of a person sitting inside with a cup of tea and an umbrella by their side, watching a tv in the corner.","a black and white sketch scene of a person sitting inside with a cup of tea and an umbrella by tjei# side, watching a tv in the corner.","a biaSk and white sketch scene of a person siHRing inside with a cup of tea and an umbrella by their side, watching a tv in the corner.","a black and white sketch scene of a p2eson s7$ting inside with a cup of tea and an umbrella by their side, watching a tv in the VornFr."
1024,"a lone motorcyclist rides down a deserted highway, the stark contrast of the black asphalt and the white sky creating a striking image.","a lone motorcyclist rid#e down a deserted highway, the stark contrast of the black asphalt and the white sky creating a striking image.","a lone motorcyclist rides down a deserted highway, the stark contrast of the black asphalt and the white sky c$eatinB a striking imaV$.","a lone motorcyclist rides down a deserted highway, the stWDk contrast of the VlaVk aslhal5 and the white sky creating a striking image."
1025,"a bright and sunny morning is illuminated by the sun's rays, as a contented cat lounges in the warm sunlight next to a toilet and bowl.","a bright and sunny morning is illuminated by the sun ' s rays, as a contented cat lounges in the warm sunlight next to a toil@t and boEl.","a bright and sunny morning is OPluminated by the sun ' s gayw, as a contented cat lounges in the warm sunlight next to a toilet and bowl.","a bright and sunny mKrnijg is illumiBwted by the sun ' s rays, as a contented cat lounges in the warm shhlight next to a toilet and bowl."
1026,"a bright orange sunrise illuminates a large truck parked near a shimmering wine glass, creating a peaceful and beautiful morning scene.","a bright orange sunrise illuminatwC a large truck parked near a shimmering wine glass, creating a peaceful and beautiful morning scene.","a bright orange suJrise illuminates a large truck parked near a shimmeribg wine glass, creating a peaceful and beautiful morning sceje.","a Frigjt orange sunrise illuminates a large truck parked near a shikmeriBg wine g,aes, creating a peaceful and beautiful morning scene."
1027,a sketch scene about tv could involve two characters discussing the merits of different shows and debating which one is their favorite.,a sketch scene about tv could involve two characters discussing the merits of different shows and debating which one is thdi$ favorite.,a sketch scene aNPut tv could involve two characters discussing the merits of different ahowD and debating which one is their favorite.,a sketch scene about tv coukE involve two characters discussiMy the m4rJts of different shows and debating which one is their favorite.
1028,"a person stands in the rain, watching a train pass by while holding a sports ball, creating a peaceful yet melancholic animation scene.","a person stands in the rain, watching a train Oass by while holding a sports ball, creating a peaceful yet melancholic animatJon scene.","a person stands in the rain, wQtchiJg a train Oasd by while holding a sports ball, creating a peaceful yet melancholic animation scene.","a 0erzon stands in the rain, watching a $raib pass by while holVOng a sports ball, creating a peaceful yet melancholic animation scene."
1029,"a sunny scene of a cyclist riding their bicycle down a peaceful country road, with the sun shining and birds singing in the background.","a sunny scene of a cyclist riding their bicycle down a peaceful country road, with the sun shining and birds singing in the backgroJGd.","a sunny sfehe of a cyclist riding tteLr bicycle down a peaceful country road, with the sun shining and birds singing in the background.","a sunny scene of a cyclist rid*Mg their gictcle down a peaceful country rIQd, with the sun shining and birds singing in the background."
1030,a night animation scene about a carrot and skis could show the carrot skiing down a mountain with the stars twinkling in the night sky.,a night animation scene about a caGrot and skis could show the carrot s<iing down a mountain with the stars twinkling in the night sky.,a night animatiom scene about a carrot and skis could show the carrot skiing down a mountain wirh the stars twinkling in the nigh5 sky.,a night anKmation scege aGout a carrot and dkis could sbow the carrot skiing down a mountain with the stars twinkling in the night sky.
1031,"a black and white scene of a pizza being freshly made in a pizzeria, with the smell of melted cheese and dough wafting through the air.","a blacU and white scene of a pizza being freshly made in a pizzeria, with the smell of m3lted cheese and dough wafting through the air.","a black and 1hihe scene of a pizza being freshly made in a pizzeria, with the smell of melted cheese and dourn wafting through the air.","a blafk and white scene of a pizzX being freshly made in a Oizzeria, 1ith the smell of melted cheexe and dough wafting through the air."
1032,"a bright and sunny morning is depicted with a truck driving down a road, a bird flying across the sky, and a knife glinting in the sun.","a bright and sunny morning is depicted with a truck driving down a roSC, a bird flying across the sky, and a knife glinting in the sun.","a bright and sunny morning is depicted with a trusl driving down a road, a biTx flying across the sky, and a knife glinting in the sun.","a bright and sKnny morning is depicted wuth a truck driving down a road, a bied flying across the sky, and a kbife glintiHg in the sun."
1033,"a teddy bear sits on a cozy couch in a room illuminated by a rainbow of colors from the rain outside, holding a cell phone in its paws.","a teddy Hear sits on a cozy couch in a room illuminated by a rainbow of colors from the raUn outside, holding a cell phone in its paws.","a teddy bear sits on a cozy couch in a room illuminated by a rainbow of colors from the rain outside, holdign a cell (honw in its paws.","a teddy bear sits on a cozy couch in a room illum7nated by a rainbow of colors from the rajn outside, uolding a ce>l 0hone in its paws."
1034,"a remote, rainy scene is one of peaceful solitude, with the sound of raindrops hitting the ground and the sky a grey blanket of clouds.","a rem(te, rainy scene is one of peaceful solitude, wity the sound of raindrops hitting the ground and the sky a grey blanket of clouds.","a rekote, rainy scene is one of peaceful solitude, with the sound of rainvrops hitting the ground and the sky a grey boanket of clouds.","a remote, raJJy scene is one of (eacFful solitude, with the sound of raindrops hitting the ground and the sky a Rr4y blanket of clouds."
