meta_prompt,synthetic_prompt
"In one sentence, Describe a real rainy scene about sculpture and sculpture.","rain is gently cascading down the sides of the sculptures, highlighting their intricate details and giving them a unique shine."
"In one sentence, Describe a sunny sketch scene about accordion and computer keyboard.",a cheerful accordion melody fills the air as a computer keyboard clacks away in the bright sunshine.
"In one sentence, Describe a black and white sketch scene about stapler and teapot.",a black and white sketch scene of a stapler and teapot sitting side-by-side on a desk.
"In one sentence, Describe a morning colored scene about shampoo and toiletries.",a bright and sunny morning in the bathroom with a rainbow of shampoo and toiletries bottles on the shelves.
"In one sentence, Describe a animation sketch scene about baseball glove and bathroom cabinet.","a baseball glove is trying to open a bathroom cabinet, but it keeps getting stuck in the door handle."
"In one sentence, Describe a sketch real scene about high heels and porch.","a woman in high heels steps onto a porch, her heels clicking against the wooden planks as she looks out at the view."
"In one sentence, Describe a rainy black and white scene about door and castle.","a castle door looms in the distance, surrounded by a gloomy, monochromatic landscape of rain and fog."
"In one sentence, Describe a animation sunny scene about bracelet and human head.","a sunny scene of a human head wearing a beautiful, sparkling bracelet, surrounded by bright, vibrant animation."
"In one sentence, Describe a animation black and white scene about camel and sports car.",a black-and-white animation scene of a camel and sports car racing each other in a desert race track.
"In one sentence, Describe a colored cloudy scene about coin and tap.","a bright, multi-hued sky filled with billowing clouds hangs above a coin-filled fountain that is gently spraying water from its orn"
"In one sentence, Describe a rainy morning scene about lizard and monkey.","on a rainy morning, a lizard and a monkey huddle together under a tree, watching the raindrops fall."
"In one sentence, Describe a rainy sketch scene about high heels and computer monitor.","a sketch of a rainy day with a woman wearing high heels standing in front of a computer monitor, with raindrops streaming down the window."
"In one sentence, Describe a cloudy sketch scene about snowplow and coin.",a sketch scene of a snowplow pushing snow away from a street to reveal a coin glinting in the cloudy winter sky.
"In one sentence, Describe a sketch morning scene about bottle and organ.","a peaceful morning sun reflects off a glass bottle filled with fresh water, while a nearby organ plays a gentle melody."
"In one sentence, Describe a night rainy scene about crosswalk sign and vent.","a night rainy scene of a crosswalk sign and vent illuminated by the street lights, with the air filled with the sound of the rain and"
"In one sentence, Describe a real colored scene about door and tissue .",a bright blue door stands in stark contrast to the white tissue paper strewn across the floor.
"In one sentence, Describe a colored rainy scene about caterpillar and knife.","a bright yellow and orange rain falls gently around a small green caterpillar, which is slowly inching its way across a blade-like blade"
"In one sentence, Describe a colored sketch scene about sock and serving tray.",a colorful sketch scene of a sock sitting atop a serving tray filled with assorted fruit.
"In one sentence, Describe a night black and white scene about harpsichord and french fries.",a black and white night scene of a harpsichord being played with a side of french fries on the side.
"In one sentence, Describe a morning real scene about skyscraper and camera.",the early morning sun glints off the towering skyscrapers as a photographer captures the moment with their camera.
"In one sentence, Describe a rainy black and white scene about pumpkin and plastic bag.",a rainy black and white scene of a pumpkin sitting on a plastic bag in a puddle of water.
"In one sentence, Describe a morning cloudy scene about table tennis racket and coffee cup.","a cloudy morning scene of a table tennis racket and a coffee cup sitting on a table, ready for a morning game."
